ItemNumber,Upc,MfgModelNumber,Quantity,Allocated,OnSale,Price,CurrentPrice,RetailMap
RURXM9,736676194001,19400,0,False,False,340,340,0
BU201213,000381012135,201213,0,False,False,1242.68,1242.68,1449.99
BM00-10006-BLK,604206200006,00-10006-BLK,2,False,False,810.66,810.66,935.38
BM00-10010-BLK,604206200167,00-10010-BLK,0,False,False,832.24,832.24,960.28
BM00-10007-BLK,604206200013,00-10007-BLK,1,False,False,1021.83,1021.83,1179.04
BM00-90002-BLK,604206200419,00-90002-BLK,3,False,False,807.58,807.58,931.82
KRKV10-PBL30,811607033564,KV10-PBL30,3,False,True,1159.99,1043.991,1339.99
YHM-2060-36,841812101574,YHM-2060-36,1,False,False,49.43,49.43,67.25
YHM-2060-M,841812101581,YHM-2060-M,1,False,False,49.43,49.43,67.25
KRKV45-PFD30,811607033601,KV45-PFD30,2,False,True,1183.99,1065.591,1369.99
WN7671-20MOA,656813106639,7671-20MOA,0,False,False,46.19,46.19,67.99
WN7671M,656813106622,7671M,4,False,False,46.19,46.19,67.99
WN7672M,656813106646,7672M,0,False,False,46.19,46.19,67.99
PF00831,847313008312,00831,7,False,False,29,29,35
SFXD4902,706397963002,XD4902,1,False,False,307,307,0
SFXD4903,706397963019,XD4903,2,False,False,286,286,0
SISOW63111,798681665181,SOW63111,0,False,False,608.69,608.69,799.99
BSBAR15RMGP,718356159289,BAR15RMGP,3,False,False,628.26,628.26,0
WCACPFS45A,810025501907,ACP-FS-45A,2,False,False,2564.55,2564.55,3472
WCACPFS45ASS,810025501914,ACP-FS-45A-SS,8,False,True,2659.09,2397.12,3600
WCACPCOM45,810025501044,ACP-COM-45,7,False,True,2499.55,2254.49,3384
WCACPCOM45A,810025501785,ACP-COM-45A,11,False,True,2564.55,2317.23,3472
WCACPCOM9SS,810025501808,ACP-COM-9-SS,1,False,False,2651.7,2651.7,3590
WCACPCP45,810025501068,ACP-CP-45,4,False,False,2499.55,2499.55,3384
WCACPCP45A,810025501846,ACP-CP-45A,8,False,True,2564.55,2305.79,3472
MRBFR30/30-6,761226090229,BFR30-30-6,2,False,False,1166,1166,1259
BNBT36176502,840225708462,BT-361765-02,0,False,False,2460,2460,2850
BNBT36176502CT,840225708356,BT-361765-02-CT,0,False,False,2460,2460,2850
CN8010304400,691328238826,801-03044-00,0,False,False,1767.99,1767.99,2099.99
CN8010304500,691328238840,801-03045-00,0,False,False,1767.99,1767.99,2099.99
WCWTEAACA,810025506797,WTE-A-A-CA,0,False,False,3721.45,3721.45,4816
CD930.351,8053800946438,930.351,2,False,False,870.28,870.28,0
CD930.352,8053800946445,930.352,2,False,False,870.28,870.28,0
CD930.359,8053800946513,930.359,1,False,False,870.28,870.28,0
CN8010632500,840290520563,801-06325-00,0,False,False,1973.99,1973.99,2349.99
CN8010632800,840290520594,801-06328-00,0,False,False,2476.99,2476.99,2949.99
CN8010700600,840290520709,801-07006-00,0,False,False,2251.99,2251.99,2599.99
CN8010800900,840290520716,801-08009-00,0,False,False,4424.99,4424.99,5499.99
CN8011003300,840290504105,801-10033-00,1,False,False,2126.99,2126.99,2449.99
RIPA12H26TIM,812285027821,PA12H26TIM,0,False,False,255.65,255.65,0
SVIMPMH7MAG,011356579010,57901,1,False,False,1843,1843,0
SV110T7PRC,011356580085,58008,1,False,False,970,970,0
WB3WRXP270NR6B,747115451548,3WRXP270NR6B,3,False,False,1011.96,1011.96,1149
WBMAX01N300NR8B,747115450947,MAX01N300NR8B,0,False,False,2236.16,2236.16,2599
WBMAX01N300WR8B,747115450954,MAX01N300WR8B,1,False,False,2236.16,2236.16,2599
CN8010305500,696528095996,801-03055-00,0,False,False,1767.99,1767.99,2099.99
WBMAX01N300NL8B,747115451067,MAX01N300NL8B,0,False,False,2236.16,2236.16,2599
MRBFR30/307-6,761226090212,BFR30-307-6,0,False,False,1166,1166,1259
MB95423,015813954235,95423,0,False,False,25.21,25.21,0
MA70450,736676704507,70450,0,True,False,992,992,0
GL65280,764503050381,65280,20,False,False,19.2,19.2,0
GL65611,764503050534,65611,0,False,False,19.2,19.2,0
COCM556-16-M5S,098289020673,CM556-16-M5S,3,False,False,1699,1699,0
LP59040,030317590406,59040,0,False,False,55.76,55.76,0
LSATIK5R308REM,682146420753,ATIK5R308REM,4,False,False,56.32,56.32,0
FN66-100746,845737011611,66-100746,2,False,False,807,807,929
DD0113409186,815604018227,01-134-09186,1,False,False,374,374,447
SI8900267,798681631797,8900267,0,False,False,404,404,0
WI512430690,048702025839,512430690,0,False,False,449,449,0
DD4215923079,818773022583,42-159-23079,0,False,False,2780,2780,2873
SI8900714,798681655700,8900714,8,False,False,38,38,0
CARI035-N,787450001404,RI035-N,2,False,False,2022.85,2022.85,2449.99
LWICA5R5CK12S,859890005929,ICA5R5CK12S,1,False,False,2356.67,2356.67,2848
CN8010306100,696528096054,801-03061-00,2,False,False,1767.99,1767.99,2099.99
WBMBC20N338WR0B,747115450374,MBC20N338WR0B,2,False,False,2116.32,2116.32,2499
CAMA2277D,787450866522,MA2277D,79,False,False,28.82,28.82,0
COCOBRASB2BBTLS,098289007223,COBRA-SB2BB-TLS,0,False,False,749.99,749.99,0
LSHCSL65CRGRN,682146880427,HCSL65CRGRN,4,False,False,911.96,911.96,0
AITIWSTLTV325X,658175123378,TIWSTLTV325X,1,False,False,1313.04,1313.04,1595
SFMA9106CA,706397019068,MA9106CA,0,False,False,1370,1370,0
YHM-2189-M,841812101871,YHM-2189-M,1,False,False,52,52,67.25
YHM-4401-MB-24,841812101512,YHM-4401-MB-24,0,False,False,59.48,59.48,80.75
YHM-4405-MB-28,841812101529,YHM-4405-MB-28,0,False,False,59.48,59.48,80.75
YHM-4445-24B,841812101840,YHM-4445-24B,2,False,False,59.25,59.25,76.5
YHM-4405-24,841812101550,YHM-4405-24,0,False,False,59.48,59.48,80.75
SVIMPDH6.5CR,011356579065,57906,1,False,False,1062.78,1062.78,0
SVIMPDH3006,011356579096,57909,1,False,False,1062.78,1062.78,0
EU395010,741566906183,395010,0,False,False,758,758,949
ZACZ999SC,685757098748,CZ999SC,0,False,False,815.99,815.99,897.99
DD0100402383006,818773023108,01-004-02383-006,1,False,False,407,407,485
SISOTD65111,798681665570,SOTD65111,0,False,False,939.12,939.12,1199.99
DD0100402383011,818773023092,01-004-02383-011,0,False,False,407,407,485
FN20-100711,845737015800,20-100711,3,False,False,32,32,39.99
ATIGKOF12TF22C,819644028048,ATIGKOF12TF22C,0,False,False,534.95,534.95,0
ATIGKOF20TF22C,819644028574,ATIGKOF20TF22C,0,False,False,534.95,534.95,0
TRTM3056C300012,719307403451,TM3056-C-3000012,1,False,False,1814.32,1814.32,0
SV1911GSSR,011356672032,67203,1,False,False,1143.97,1143.97,0
SVSXRMC9MSB,011356670526,67052,4,False,False,353.21,353.21,0
SVSXRMC9MSBNS,011356670533,67053,1,False,False,405.92,405.92,0
SVSXRMC9MSBXP,011356670540,67054,3,False,False,500.82,500.82,0
SVSXRMC9MSGXP,011356670601,67060,0,False,False,500.82,500.82,0
SVSXRMC9B,011356670625,67062,4,False,False,353.21,353.21,0
SVSXRMC9BNS,011356670632,67063,2,False,False,405.92,405.92,0
SVSXRMC9F,011356670649,67064,2,False,False,353.21,353.21,0
BM00-10021-ODG,604206201638,00-10021-ODG,0,False,False,828.19,828.19,955.61
BM00-10020-BLK,604206201218,00-10020-BLK,1,False,False,935.18,935.18,1075.45
BU300351,000381303516,300351,10,False,False,242.52,242.52,299.99
TRVC18C2400001,719307313088,VC18-C-2400001,2,False,False,1809.1,1809.1,0
WBMBC20N308NL4B,747115450459,MBC20N308NL4B,0,False,False,2116.32,2116.32,2499
WBMBC20N338WL0B,747115450541,MBC20N338WL0B,1,False,False,2116.32,2116.32,2499
WBMBT20N308NL4B,747115450510,MBT20N308NL4B,1,False,False,2795.4,2795.4,3249
WBMBT20N338WL0B,747115450558,MBT20N338WL0B,1,False,False,2795.4,2795.4,3249
CN8010629100,696528093985,801-06291-00,0,False,False,1973.99,1973.99,2349.99
CN8010629500,696528094029,801-06295-00,0,False,False,1973.99,1973.99,2349.99
CN8010622100,696528091905,801-06221-00,0,False,False,2476.99,2476.99,2949.99
CN8010622200,696528091912,801-06222-00,0,False,False,2476.99,2476.99,2949.99
WBMCT20N240WL4B,747115450626,MCT20N240WL4B,1,False,False,3114.96,3114.96,3599
CN8100001206,691328233791,810-00012-06,0,False,False,45.5,45.5,64.99
CN8100002900,691328233081,810-00029-00,1,False,False,187.99,187.99,269.99
WBMCT20N65RWL6B,747115450657,MCT20N65RWL6B,1,False,False,3114.96,3114.96,3599
SI8901167,798681671151,8901167,5,False,False,43.5,43.5,0
WC500-45FS10B,811826022769,500-45FS10B,18,False,False,38.22,38.22,48.95
WBMAM01N338WR6B,747115450367,MAM01N338WR6B,1,False,False,1716.86,1716.86,1999
EU390465,741566905483,390465,2,False,False,508,508,629
EU390466,741566905513,390466,3,False,False,654,654,819
EU111340,741566904394,111340,0,False,False,742,742,929
DD0215820057067,818773021548,02-158-20057-055,2,False,False,2369,2369,2824
DD0212810093067,818773022859,02-128-10093-067,0,False,False,1711,1711,2040
DD2808812065012,818773021135,28-088-12065-012,2,False,False,114,114,136
EU111320,741566904387,111320,0,False,False,705,705,883
EU111324,741566904479,111324,0,False,False,705,705,883
EU111342,741566904493,111342,2,False,False,742,742,929
EU111344,741566904509,111344,2,False,False,742,742,929
EU771100,741566105258,771100,2,False,False,316,316,399
EU390223,741566904011,390223,5,False,False,26,26,33
CVPR2039N,043125020393,PR2039N,0,False,False,342.25,342.25,0
DD1908809116012,818773022484,19-088-09116-012,0,False,False,130,130,155
TVTBP12FDE,723551443743,21000128,0,False,False,169.8616,169.8616,0
EU390470,741566905490,390470,2,False,False,508,508,629
TA358002700,725327634416,358-0027-00,0,False,False,25.98,25.98,0
FA00-10062-BLK,818725010811,00-10062-BLK,2,False,False,1156.99,1156.99,1340.99
RGDTM004,850044499076,DTM004,0,False,False,55,55,0
WB3WASD653WR8B,747115454983,3WASD653WR8B,2,False,False,1557.08,1557.08,1799
WB3WASD7MMPR6B,747115454945,3WASD7MMPR6B,1,False,False,1557.08,1557.08,1799
WBMLW01N240WR6B,747115454723,MLW01N240WR6B,0,False,False,1333.39,1333.39,1549
WBMLW01N653WR8B,747115454839,MLW01N653WR8B,0,False,False,1333.39,1333.39,1549
WBXMM2028MAG,747115454655,XMM2028MAG,8,False,True,1197.57,1157.57,0
WBXSL1228SMG,747115454709,XSL1228SMG,3,False,False,1237.52,1237.52,0
BU300605,000381306050,300605,5,False,False,3019.28,3019.28,3499.99
BU300623,000381306234,300623,1,False,False,2156.36,2156.36,2499.99
BU300636,000381306364,300636,4,False,False,1552.88,1552.88,1799.99
WI535781212,048702024566,535781212,3,False,False,679,679,0
SV110MSF450BM,011356581945,58194,0,False,False,801.3,801.3,0
BR011-782204,023614859956,011782204,1,False,False,1739,1739,2019.99
WB3WASD240WR6B,747115454990,3WASD240WR6B,4,False,True,1557.08,1457.08,1799
CVCR4042,043125040421,CR4042,0,False,False,699,699,799
WI535783299,048702024924,535783299,0,False,False,599,599,0
WI535783233,048702024948,535783233,5,False,False,599,599,0
BR051-966492,023614743088,051966492,0,False,False,829,829,0
FN66-101830,845737018009,66-101830,2,False,False,798,798,929
FN66-101832,845737018023,66-101832,0,False,False,798,798,929
SN22000113,723551442449,22000113,0,False,False,1001.23,1001.23,1179.99
SN22000105,723551442470,22000105,1,False,False,1001.23,1001.23,1179.99
SP0011340031FMS,811452022034,0011340031-F-MS,4,False,True,4095,3845,4599
SP0011340017FMS,811452020795,0011340017-F-MS,7,False,True,4095,3848,4599
SP0010650122,811452021037,0010650122,6,False,False,206.84,206.84,285.07
BR036-006288,023614857983,036006288,0,False,False,1189,1189,1379.99
CN8011400300,840290523939,801-14003-00,0,False,False,1915.19,1915.19,2329.99
CN8011400400,840290523946,801-14004-00,0,False,False,1915.19,1915.19,2329.99
CN8011400500,840290523953,801-14005-00,2,False,False,1915.19,1915.19,2329.99
CN8011400600,840290523960,801-14006-00,0,False,False,1915.19,1915.19,2329.99
WB3WASD65RWR6B,747115455003,3WASD65RWR6B,1,False,False,1557.08,1557.08,1799
CN8011202702,840290523687,801-12027-02,2,False,False,1037.39,1037.39,1259.99
CN8011202602,840290523670,801-12026-02,0,False,False,997.49,997.49,1214.99
CN8011202601,840290523588,801-12026-01,1,False,False,997.49,997.49,1214.99
SP0011300085BLK,811452020054,0011300085-BLK,0,False,False,1375,1375,1749
SP0011710079-US,811452024113,0011710079-US,0,False,False,2361,2361,2849
SP0011710125-DS,811452029750,0011710125-DS,0,False,False,1535,1535,1849
KRKV10-PMCFDE30,811607036497,KV10-PMCFDE30,0,False,True,1399.99,1259.991,1609.99
BU626630,000381266309,626630,2,False,False,136.3,136.3,0
BU626631,000381266316,626631,1,False,False,136.3,136.3,0
BU626634,000381266347,626634,1,False,False,136.3,136.3,0
WNV472M,656813113705,V472M,0,False,False,27.49,27.49,39.99
WNV488M,656813113842,V488M,1,False,False,27.49,27.49,39.99
EU390499,741566906480,390499,3,False,False,769.99,769.99,0
BF18068-S,810021511627,18068-S,12,False,True,11530.05,9799,13510.35
SS-3305-1D,810120312347,SS-3305-1D,0,False,False,594.15,594.15,699
SOSIM62444,045618000158,SIM62444,0,False,False,126.57,126.57,0
SISOTD63114,798681688371,SOTD63114,1,False,False,860.86,860.86,1099.99
LSFT61228HT,682146897241,FT61228HT,4,False,False,596.74,596.74,0
SISOTD65114,798681688395,SOTD65114,1,False,False,939.12,939.12,1199.99
BU626641,000381266415,626641,1,False,False,136.3,136.3,0
MRDE1911U-K,761226088660,DE1911U-K,0,False,False,898,898,978
MRDE44L5BC,761226089681,DE44L5BC,5,False,False,2110.2,2110.2,2278
SVBMAG17WSMS,011356969712,96971,0,False,False,449.15,449.15,0
MRBFR45LC/410-6,761226090236,BFR45LC-410-6,0,False,False,1274,1274,1375
WS16-556-ODG,300262188950,16-556-ODG,1,False,False,599.99,599.99,0
WS16-450-BLK,721867101678,16-450-BLK,1,False,False,724.99,724.99,0
HK50248611,642230266742,50248611,1,False,False,32,32,0
HK50248616,642230266797,50248616,2,False,False,49,49,0
HK50259080,642230266643,50259080,0,False,False,32,32,0
HK50248610,642230266735,50248610,0,False,False,32,32,0
SV110KLYM308WIN,011356580986,58098,2,False,False,2079.17,2079.17,0
CN8011202402,840290523656,801-12024-02,0,False,False,1037.39,1037.39,1259.99
CN8011202502,840290523663,801-12025-02,0,False,False,1037.39,1037.39,1259.99
QQACCFIXCRUTCH,850035705469,ACC-FIX-CRUTCH,30,False,False,24.47,24.47,34.95
PF02063,847313020635,02063,1,False,True,1950,1854.54,2242
PF02040,847313020406,02040,2,False,True,1954,1858.8,2248
PF02045,847313020451,02045,2,False,True,1501,1427.39,1726
LSATIK5R3006REM,682146420777,ATIK5R3006REM,2,False,False,56.32,56.32,0
CN8010631300,840290504068,801-06313-00,0,False,False,1678.99,1678.99,1999.99
CN8010631500,840290504082,801-06315-00,0,False,False,1762.99,1762.99,2099.99
CN8011300700,840290501364,801-13007-00,0,False,False,2771.99,2771.99,3299.99
PF00907,847313009074,00907,0,False,True,1011,916.09,1192
PF01515,847313015150,01515,1,False,True,1152,1043.91,1359
DD0219110750047,818773023238,02-191-10750-047,0,False,False,1942,1942,2315
RGRUM001,850044499298,RUM001,0,False,False,154,154,0
TIPX-9D10,723551439791,15000101,0,False,False,274.99,274.99,309.99
PF01269,847313012692,01269,2,False,True,1152,1043.91,1359
DD0208810401047,818773023252,02-088-10401-047,0,False,False,1871,1871,2231
BNBT-30528-N,840225700152,BT-30528-N,0,False,False,111.11,111.11,165
BNBT500003ABUS,840225709186,BT-500003-AB,0,False,False,2015,2015,2325
BNBT-450002-2CT,840225708493,BT-450002-2-CT,0,False,False,1545,1545,1780
TRAC22003,719307450073,AC22003,2,False,False,142.99,142.99,0
BNBT-361658,840225709407,BT-361658,0,False,False,3100,3100,3590
BNBT-361661,840225709438,BT-361661,0,False,False,3795,3795,4385
BNSD1227511US,840225709506,SD-122751-1-US,0,False,False,725,725,850
BNSD1227512US,840225709513,SD-122751-2-US,0,False,False,725,725,850
AD64185,850036491385,64185,12,False,False,20,20,29.99
AD64129,850036491156,64129,0,False,False,250,250,325
FN20-100655,845737015527,20-100655,0,False,False,64,64,79.99
FN20-100656,845737015480,20-100656,1,False,False,64,64,79.99
EOVDU1-8SFHC3,672294110149,VDU1-8SFHC3,1,False,False,955.08,955.08,1339
EOVUDU5-25FFH59,672294110125,VDU5-25FFH59,0,False,False,1635.14,1635.14,2259
HERR22S6,727962707876,RR22S6,0,False,False,126.93,126.93,0
CN8010201800,840290520402,801-02018-00,2,False,False,1412.99,1412.99,1599.99
BTRL22181WD-NI,754908310708,RL22181WD-NI,12,False,False,344.35,344.35,0
MRDE1911UTT,761226090281,DE1911UTT,3,False,False,919,919,1001
HK50259079,642230265738,50259079,0,False,False,32,32,0
BNBT-361660-CT,840225708806,BT-361660-CT,0,False,False,2855,2855,3300
SVSXRMC9FNS,011356670656,67065,0,False,False,405.92,405.92,0
TRAC12042,719307616516,AC12042,2,False,False,131.25,131.25,0
TRAC22044,719307616592,AC22044,2,False,False,226.53,226.53,0
PF02050,847313020505,02050,3,False,True,1613,1533.91,1855
WA2880016,723364230905,2880016,19,False,True,1399,1199,1679
LP185238,030317040482,185238,1,False,False,106.72,106.72,0
CD930.362,8053800946759,930.362,0,True,False,254,254,0
CI930.377,8053800947282,930.377,0,False,False,1233.58,1233.58,0
LP183315,030317036348,183315,6,False,False,722.49,722.49,999.99
LP183314,030317036331,183314,7,False,False,830.86,830.86,1149.99
LP183316,030317036324,183316,12,False,False,722.49,722.49,999.99
MRDE44L6IMB,761226090564,DE44L6IMB,3,False,False,1891.83,1891.83,2042
MRDE429L6IMB,761226090588,DE429L6IMB,4,False,False,1891.83,1891.83,2042
BNBT-450002-G,840225705782,BT-450002-G,0,False,False,1545,1545,1780
SFHL916556FLC,706397976422,HL916556FLC,7,False,False,1547,1547,0
HERS41020BK,727962709405,RS41020BK,5,False,False,632.35,632.35,0
TAGX4C91GRN/GRN,725327635604,1-GX4CR94F-10F,9,False,False,344.35,344.35,0
TRAC12041,719307616509,AC12041,3,False,False,131.25,131.25,0
SFHL916556YLC,706397976712,HL916556YLC,2,False,False,1547,1547,0
SV110ULTE300WIN,011356581495,58149,0,False,False,2419.1,2419.1,0
TS33160,713780331607,33160,4,False,False,684.77,684.77,0
TY556103,839665008478,556103,0,False,False,537.41,537.41,0
TY210116,839665000427,210116,2,False,False,2077.32,2077.32,0
TY210176,839665003343,210176,9,False,False,1772.34,1772.34,0
COPYTSP4WTSTGWS,098289000224,PYTHON-SP4WTS-TWG,0,True,False,1999,1999,0
LP175856,030317020514,175856,6,False,True,866.99,778.52,999.99
BEJBRX1E382/22,082442981437,JBRX1E382/22,1,False,False,1300,1300,1499
CZ07411,806703074115,07411,2,False,False,543,543,0
RE84170,810070680442,R84170,0,False,False,944.48,944.48,0
RE85428,810070680084,R85428,0,False,False,576.98,576.98,0
BEJRTXWV316/20,082442979236,JRTXWV316/20,2,False,False,1150,1150,1299
TRAC22039,719307616547,AC22039,2,False,False,226.53,226.53,0
TRAC22038,719307616530,AC22038,3,False,False,226.53,226.53,0
SV110IMKM7PRC,011356581068,58106,1,False,False,2519.89,2519.89,0
SP0011710073-DS,811452024267,0011710073-DS,1,False,True,2361,2211,0
RE68891,810070688912,R68891,0,False,False,1764,1764,0
RE84149,810070689728,R84149,6,False,False,657.83,657.83,0
TY220089,839665005828,220089,2,False,False,1424.98,1424.98,0
CI920.355,8053670712058,920.355,14,False,True,1618.12,1518.12,0
TY220037,839665005606,220037,2,False,False,1279.32,1279.32,0
DA153,810128161381,DA153,1,False,False,60,60,0
TAEXP6520,725327941569,3-EXP65201,19,False,False,678.26,678.26,0
CZ96336,198168472309,96336,7,False,False,2260.5,2260.5,0
DA010,810128161503,DA010,4,False,False,35,35,0
DA209A,810128162487,DA209A,3,False,False,40,40,0
DA161,810128162531,DA161,0,False,False,60,60,0
HEH9204424F1,727962709610,H9204424F1,21,False,False,673.04,673.04,0
WC2EDCXCP9,810129406733,2EDCX-CP-9,0,False,False,2555.41,2555.41,3307
WC2EDCX-CPR-9A,810129406689,2EDCX-CPR-9A,0,False,False,2594.82,2594.82,3358
WBVWB300WR4T,747115456321,VWB300WR4T,2,False,False,638.33,638.33,0
WBVTE300NR6B,747115456208,VTE300NR6B,1,False,False,1157.63,1157.63,0
WBVTE300WR6B,747115456215,VTE300WR6B,2,False,False,1157.63,1157.63,0
WBVTA300WR4T,747115456086,VTA300WR4T,1,False,False,729.67,729.67,0
WBVWC243NR0T,747115456413,VWC243NR0T,1,False,False,718.22,718.22,0
WBVFP308NR4B,747115455904,VFP308NR4B,4,False,False,852.17,852.17,0
WBVTX300NR4T,747115454440,VTX300NR4T,0,False,False,454.58,454.58,0
WBVHH300NR6B,747115455973,VHH300NR6B,0,False,False,718.22,718.22,0
WBVHH306SR4B,747115455997,VHH306SR4B,0,False,False,718.22,718.22,0
WBVHH65CMR4B,747115456017,VHH65CMR4B,1,False,False,718.22,718.22,0
WC365MS-ST,810129403947,365MS-ST,0,False,False,60.85,60.85,77.95
WCSPQUELL556B28,810025505516,SP-QUELL-556BLK28,2,False,False,803.88,803.88,1029.95
WCSPQUELLH556B2,810025505547,SP-QUELL-H556BLK28,1,False,False,889.73,889.73,1139.95
WCSPWHISP458B24,810129405255,SP-WHISPER458BLK24,0,False,False,960.74,960.74,1230.95
BSB19117050SBBK,704674464709,B19117050SBBK,1,False,False,822.83,822.83,0
WC365MS-SG,810129403923,365MS-SG,0,False,False,60.85,60.85,77.95
LSHWH65CS,682146399752,HWH65CS,1,False,False,683.7,683.7,0
TY200036,810012512008,200036,1,False,False,385.97,385.97,0
TY210247,810012511070,210247,6,False,False,2078.3,2078.3,0
TY210207,8029874031905,210207,4,False,False,1850.14,1850.14,2094.52
SVB22MAGTTH,062654705175,70517,0,False,False,379.57,379.57,0
LWICDIR3ODG16,853143008460,ICDIR3ODG16,0,False,False,1558.7,1558.7,1926
SZSAR9SPTG3OD,810075873894,SAR9SPTG3OD,0,False,False,398.81,398.81,0
SZSARSR38BL6,810075872248,SARSR38BL6,3,False,False,479.35,479.35,0
SZSARSR38ST6,810075872262,SARSR38ST6,6,False,False,596.52,596.52,0
SI8900427,798681641321,8900427,1,False,False,514,514,0
SI8901359,798681677382,8901359,1,False,False,440.5,440.5,0
FN20-100485,845737012946,20-100485,8,False,False,1402,1402,1699
PF01123,847313011237,01123,0,False,False,1846,1846,2123
PF00968,847313009685,00968,0,False,False,1730,1730,1990
PF01031,847313010315,01031,0,False,False,1842,1842,2119
KM3000439,669278304397,3000439,0,False,True,1523,1471.3043,0
KM3200347,669278323473,3200347,2,False,True,961,928.6956,0
KM3200034CA,669278320342,3200034CA,1,False,True,1247,1205.2173,0
RUAMER2P-350LEG,736676469369,46936,0,True,False,482,482,0
KM3200055CA,669278320557,3200055CA,1,False,True,1287,1243.826,0
KM3100011,669278310114,3100011,1,False,True,1068,1032,0
BR036-003211,023614854098,036003211,10,False,False,839,839,979.99
KM4100021,669278410210,4100021,4,False,False,33,33,0
KM1000997A,669278109978,1000997A,9,False,False,7,7,0
KM4200430,669278424309,4200430,0,False,False,30,30,0
ZAMAG7710,0685757098564,MAG7710,2,False,False,32.99,32.99,0
CSCGSHEKATEDT58,850002123456,CGS-HEKATE338-DT-5/8x24,0,True,False,1268.24,1268.24,1280
TRSKEETIRX-MT,719307618565,SKEETIRX-IRLAS-MT,2,False,False,11504.35,11504.35,0
RWH0002,810098420341,H0002,18,False,False,143.96,143.96,179.95
RWR0024,817093020828,R0024,8,False,False,1655.81,1655.81,1994.95
RWR0395,817093023782,R0395,3,False,False,1199.31,1199.31,1444.95
TA389000902,725327941279,389-0009-02,0,False,False,158.24,158.24,0
TY555124,839665009321,555124,1,False,False,630.48,630.48,0
KM3800034,669278380346,3800034,0,False,True,539,520.6956,0
WBMDX01N243NR2O,747115440863,MDX01N243NR2O,0,False,False,2196.21,2196.21,2549
MA70902,736676709021,70902,0,True,False,943,943,0
BEJRTXRFLC370,082442982380,JRTXRFLC370,1,False,False,1200,1200,1499
SVAX2LH65CRFDE,011356320858,32085,2,False,False,373.24,373.24,0
SVAX2CLX65CRGRY,011356322524,32252,0,False,False,414.36,414.36,0
SVAX2CLX243GRN,011356322371,32237,3,False,False,414.36,414.36,0
SVAX2CLX308GRN,011356322401,32240,2,False,False,414.36,414.36,0
SVAX2CLX350GRN,011356322418,32241,1,False,False,414.36,414.36,0
SVAX2CXP708GRY,011356322326,32232,5,False,False,414.36,414.36,0
BF19536,810021511825,19536,0,False,False,1295,1295,1511
SING556C-QD,798681700318,NG556C-QD,8,False,False,1140,1140,1399.99
BES58569827,082442900698,S58569827,0,False,False,30,30,0
BES57465173,082442860015,,0,False,False,89,89,0
BES545203782,082442906638,S545203782,0,False,False,22,22,0
BES5850373,082442811819,S5850373,0,False,False,30,30,0
HEBL1228BK,727962710098,BL1228BK,9,False,False,652.17,652.17,0
SFBAB92465PRCFY,706397979621,BAB92465PRCCFY,1,False,False,1758,1758,0
SFBAB9247CFY,706397979669,BAB9247CFY,1,False,False,1758,1758,0
SFBAB924300PRCY,706397979652,BAB924300PRCY,1,False,False,1538,1538,0
WBMGT01N240WR4B,747115457540,MGT01N240WR4B,1,False,False,3035.07,3035.07,3549
WBMGT01N243NR4B,747115457564,MGT01N243NR4B,1,False,False,3035.07,3035.07,3549
WBMGT01N280AR4B,747115457595,MGT01N280AR4B,1,False,False,3035.07,3035.07,3549
WBMGT01N300NR4B,747115457601,MGT01N300NR4B,2,False,False,3035.07,3035.07,3549
WBMGT01N308NL2B,747115457632,MGT01N308NL2B,0,False,False,3035.07,3035.07,3549
SV110PPR308,011356581556,58155,0,False,False,1829.29,1829.29,0
SV110PPR300WSM,011356581570,58157,0,False,False,1829.29,1829.29,0
SV110PPR3006,011356581600,58160,0,False,False,1829.29,1829.29,0
SV110PPR270WIN,011356581617,58161,0,False,False,1829.29,1829.29,0
SV110PPR300WIN,011356581624,58162,0,False,False,1829.29,1829.29,0
SV110PPR7PRC,011356581648,58164,0,False,False,1829.29,1829.29,0
WBMGS01N300PR4B,747115457434,MGS01N300PR4B,0,False,False,2635.61,2635.61,3049
WBMGS01N300NR4B,747115457427,MGS01N300NR4B,0,False,False,2635.61,2635.61,3049
SVAX2LH22250FDE,011356320834,32083,0,False,False,373.24,373.24,0
SVAX2LH350GRN,011356320773,32077,3,False,False,373.24,373.24,0
SVAX2LH708GRN,011356320759,32075,1,False,False,373.24,373.24,0
SVAX2LH65CRGRN,011356320742,32074,1,False,False,373.24,373.24,0
CZ01796,806703017969,01796,1,False,False,1925,1925,0
SI8900960,798681665129,8900960,0,False,False,256.5,256.5,0
SI8900961,798681665136,8900961,0,False,False,256.5,256.5,0
SVAX2CLH243FDE,011356321350,32135,2,False,False,373.24,373.24,0
SVAX2CLH65CRFDE,011356321367,32136,0,False,False,373.24,373.24,0
SVAX2CLH708FDE,011356321374,32137,0,False,False,373.24,373.24,0
SVAX2CLH65CRGRY,011356321435,32143,1,False,False,373.24,373.24,0
SVAX2CLH708GRY,011356321442,32144,2,False,False,373.24,373.24,0
SVAX2CLH708GRN,011356321305,32130,0,False,False,373.24,373.24,0
SVAX2LH22250GRY,011356320940,32094,6,False,False,373.24,373.24,0
SVAX2LH65CRGRY,011356320964,32096,2,False,False,373.24,373.24,0
SVAX2LH708GRY,011356320971,32097,1,False,False,373.24,373.24,0
SVAX2LH300BLGRY,011356320995,32099,7,False,False,373.24,373.24,0
SVAX2C65CRGRN,011356321077,32107,8,False,False,373.24,373.24,0
